ID;ICD-10-Code;ICD-O-Code;ICD-10 Text;Label;Topography Text;Extended Label;Prompt Text
I04342;C71.2;C71.2;Bösartige Neubildung: Temporallappen;Pilozytisches Astrozytom des Lobus temporalis;Temporallappen;Pilozytisches Astrozytom des Lobus temporalis (Temporallappen);Bösartige Neubildung: Temporallappen
I46085;C71.2;C71.2;Bösartige Neubildung: Temporallappen;Pleomorphes Xanthoastrozytom des Lobus temporalis;Temporallappen;Pleomorphes Xanthoastrozytom des Lobus temporalis (Temporallappen);Bösartige Neubildung: Temporallappen
I27904;C71.2;C71.2;Bösartige Neubildung: Temporallappen;Primitiver neuroektodermaler Tumor des Lobus temporalis;Temporallappen;Primitiver neuroektodermaler Tumor des Lobus temporalis (Temporallappen);Bösartige Neubildung: Temporallappen
I47184;C71.2;C71.2;Bösartige Neubildung: Temporallappen;Protoplasmatisches Astrozytom des Lobus temporalis;Temporallappen;Protoplasmatisches Astrozytom des Lobus temporalis (Temporallappen);Bösartige Neubildung: Temporallappen
I38331;C71.2;C71.2;Bösartige Neubildung: Temporallappen;Riesenzellglioblastom des Lobus temporalis;Temporallappen;Riesenzellglioblastom des Lobus temporalis (Temporallappen);Bösartige Neubildung: Temporallappen
I26546;C71.2;C71.2;Bösartige Neubildung: Temporallappen;Temporales Astrozytom 2. Grades;Temporallappen;Temporales Astrozytom 2. Grades (Temporallappen);Bösartige Neubildung: Temporallappen
I36478;C71.2;C71.2;Bösartige Neubildung: Temporallappen;Temporallappenastrozytom;Temporallappen;Temporallappenastrozytom;Bösartige Neubildung: Temporallappen
I43465;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Anaplastisches Astrozytom des Lobus parietalis;Parietallappen;Anaplastisches Astrozytom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I30005;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Anaplastisches Gangliogliom des Lobus parietalis;Parietallappen;Anaplastisches Gangliogliom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I41921;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Anaplastisches Oligoastrozytom des Lobus parietalis;Parietallappen;Anaplastisches Oligoastrozytom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I02658;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Anaplastisches Oligodendrogliom des Lobus parietalis;Parietallappen;Anaplastisches Oligodendrogliom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I58815;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Astroblastom des Lobus parietalis;Parietallappen;Astroblastom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I61643;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Astrozytom des Parietallappens;Parietallappen;Astrozytom des Parietallappens;Bösartige Neubildung: Parietallappen
I96511_2;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Astrozytom des Scheitellappens;Parietallappen;Astrozytom des Scheitellappens (Parietallappen);Bösartige Neubildung: Parietallappen
I43954;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Bösartige Neubildung des Lobus parietalis;Parietallappen;Bösartige Neubildung des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I66732;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Bösartige Neubildung des Parietallappens;Parietallappen;Bösartige Neubildung des Parietallappens;Bösartige Neubildung: Parietallappen
I95824;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Bösartige Neubildung des Parietallappens des Gehirns a.n.k.;Parietallappen;Bösartige Neubildung des Parietallappens des Gehirns a.n.k.;Bösartige Neubildung: Parietallappen
I87398;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Bösartige Neubildung des Scheitellappens des Gehirns;Parietallappen;Bösartige Neubildung des Scheitellappens des Gehirns (Parietallappen);Bösartige Neubildung: Parietallappen
I95307;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Chorionkarzinom des Lobus parietalis;Parietallappen;Chorionkarzinom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I50028;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Diffuses Astrozytom des Lobus parietalis;Parietallappen;Diffuses Astrozytom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I25143;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Ependymoblastom des Lobus parietalis;Parietallappen;Ependymoblastom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I09986;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Glioblastom des Parietallappens;Parietallappen;Glioblastom des Parietallappens;Bösartige Neubildung: Parietallappen
I93570;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Gliosarkom des Lobus parietalis;Parietallappen;Gliosarkom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I83976;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Karzinom des Lobus parietalis;Parietallappen;Karzinom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I28211;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Krebs des Lobus parietalis;Parietallappen;Krebs des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I76537;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Malignes Gliom des Lobus parietalis;Parietallappen;Malignes Gliom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I04235;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Malignes Teratom des Lobus parietalis;Parietallappen;Malignes Teratom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I31653;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Medulloepitheliom des Lobus parietalis;Parietallappen;Medulloepitheliom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I10896;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Oligoastrozytischer Tumor des Lobus parietalis;Parietallappen;Oligoastrozytischer Tumor des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I62731;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Oligoastrozytom des Lobus parietalis;Parietallappen;Oligoastrozytom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I34868;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Oligodendrogliom des Lobus parietalis;Parietallappen;Oligodendrogliom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I06428;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Parietales Astrozytom;Parietallappen;Parietales Astrozytom (Parietallappen);Bösartige Neubildung: Parietallappen
I02423;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Pilomyxoides Astrozytom des Lobus parietalis;Parietallappen;Pilomyxoides Astrozytom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I67862;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Pilozytisches Astrozytom des Lobus parietalis;Parietallappen;Pilozytisches Astrozytom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I93720;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Pleomorphes Xanthoastrozytom des Lobus parietalis;Parietallappen;Pleomorphes Xanthoastrozytom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I34082;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Primitiver neuroektodermaler Tumor des Lobus parietalis;Parietallappen;Primitiver neuroektodermaler Tumor des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I35489;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Protoplasmatisches Astrozytom des Lobus parietalis;Parietallappen;Protoplasmatisches Astrozytom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I35818;C71.3;C71.3;Bösartige Neubildung: Parietallappen;Riesenzellglioblastom des Lobus parietalis;Parietallappen;Riesenzellglioblastom des Lobus parietalis (Parietallappen);Bösartige Neubildung: Parietallappen
I67994;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Anaplastisches Astrozytom des Lobus occipitalis;Okzipitallappen;Anaplastisches Astrozytom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I21674_2;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Anaplastisches Gangliogliom des Lobus occipitalis;Okzipitallappen;Anaplastisches Gangliogliom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I40372;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Anaplastisches Oligoastrozytom des Lobus occipitalis;Okzipitallappen;Anaplastisches Oligoastrozytom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I26200;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Anaplastisches Oligodendrogliom des Lobus occipitalis;Okzipitallappen;Anaplastisches Oligodendrogliom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I76281;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Astroblastom des Lobus occipitalis;Okzipitallappen;Astroblastom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I09806;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Astrozytom des Okzipitallappens;Okzipitallappen;Astrozytom des Okzipitallappens;Bösartige Neubildung: Okzipitallappen
I99040;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Bösartige Neubildung des Lobus occipitalis;Okzipitallappen;Bösartige Neubildung des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I07705;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Bösartige Neubildung des Okzipitallappens des Gehirns a.n.k.;Okzipitallappen;Bösartige Neubildung des Okzipitallappens des Gehirns a.n.k.;Bösartige Neubildung: Okzipitallappen
I98631;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Bösartige Neubildung des Polus occipitalis cerebri;Okzipitallappen;Bösartige Neubildung des Polus occipitalis cerebri (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I52612;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Chorionkarzinom des Lobus occipitalis;Okzipitallappen;Chorionkarzinom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I99539;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Diffuses Astrozytom des Lobus occipitalis;Okzipitallappen;Diffuses Astrozytom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I92696;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Ependymoblastom des Lobus occipitalis;Okzipitallappen;Ependymoblastom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I33614;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Glioblastom des Lobus occipitalis;Okzipitallappen;Glioblastom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I51407_1;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Gliosarkom des Lobus occipitalis;Okzipitallappen;Gliosarkom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I95546;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Karzinom des Lobus occipitalis;Okzipitallappen;Karzinom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I68588;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Krebs des Lobus occipitalis;Okzipitallappen;Krebs des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I15843;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Malignes Gliom des Lobus occipitalis;Okzipitallappen;Malignes Gliom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I77435;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Malignes Teratom des Lobus occipitalis;Okzipitallappen;Malignes Teratom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I97707;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Medulloepitheliom des Lobus occipitalis;Okzipitallappen;Medulloepitheliom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I21069;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Oligoastrozytischer Tumor des Lobus occipitalis;Okzipitallappen;Oligoastrozytischer Tumor des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I85910;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Oligoastrozytom des Lobus occipitalis;Okzipitallappen;Oligoastrozytom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I33130;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Oligodendrogliom des Lobus occipitalis;Okzipitallappen;Oligodendrogliom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I95164;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Pilomyxoides Astrozytom des Lobus occipitalis;Okzipitallappen;Pilomyxoides Astrozytom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I32217;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Pilozytisches Astrozytom des Lobus occipitalis;Okzipitallappen;Pilozytisches Astrozytom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I24291;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Pleomorphes Xanthoastrozytom des Lobus occipitalis;Okzipitallappen;Pleomorphes Xanthoastrozytom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I21972;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Primitiver neuroektodermaler Tumor des Lobus occipitalis;Okzipitallappen;Primitiver neuroektodermaler Tumor des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I38495;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Protoplasmatisches Astrozytom des Lobus occipitalis;Okzipitallappen;Protoplasmatisches Astrozytom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I96539;C71.4;C71.4;Bösartige Neubildung: Okzipitallappen;Riesenzellglioblastom des Lobus occipitalis;Okzipitallappen;Riesenzellglioblastom des Lobus occipitalis (Okzipitallappen);Bösartige Neubildung: Okzipitallappen
I18526;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Anaplastisches Astrozytom eines Hirnventrikels;Ventrikel o.n.A.;Anaplastisches Astrozytom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I76053;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Anaplastisches Chorioidalplexuspapillom;Ventrikel o.n.A.;Anaplastisches Chorioidalplexuspapillom (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I55197;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Anaplastisches Ependymom eines Hirnventrikels;Ventrikel o.n.A.;Anaplastisches Ependymom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I21443;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Anaplastisches Gangliogliom eines Hirnventrikels;Ventrikel o.n.A.;Anaplastisches Gangliogliom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I16982;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Anaplastisches Oligodendrogliom eines Hirnventrikels;Ventrikel o.n.A.;Anaplastisches Oligodendrogliom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I26727;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Anaplastisches Papillom des Plexus chorioideus;Ventrikel o.n.A.;Anaplastisches Papillom des Plexus chorioideus (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I65272;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Astrozytom eines Hirnventrikels;Ventrikel o.n.A.;Astrozytom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I20813;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Atypisches Choroidplexuspapillom;Ventrikel o.n.A.;Atypisches Choroidplexuspapillom (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I90662;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Bösartige Neubildung des Ependyms des Gehirns;Ventrikel o.n.A.;Bösartige Neubildung des Ependyms des Gehirns (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I44017;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Bösartige Neubildung des Plexus chorioideus;Ventrikel o.n.A.;Bösartige Neubildung des Plexus chorioideus (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I19379;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Bösartige Neubildung eines Hirnventrikels;Ventrikel o.n.A.;Bösartige Neubildung eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I85130;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Bösartige Neubildung zerebraler Ventrikel;Ventrikel o.n.A.;Bösartige Neubildung zerebraler Ventrikel (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I90640;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Chordoides Gliom;Ventrikel o.n.A.;Chordoides Gliom (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I27480;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Diffuses Astrozytom eines Hirnventrikels;Ventrikel o.n.A.;Diffuses Astrozytom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I77737;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Ependymoblastom eines Hirnventrikels;Ventrikel o.n.A.;Ependymoblastom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I43255;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Ependymom eines Hirnventrikels;Ventrikel o.n.A.;Ependymom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I98290;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Gehirnventrikelkarzinom;Ventrikel o.n.A.;Gehirnventrikelkarzinom (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I91296;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Gehirnventrikelkrebs;Ventrikel o.n.A.;Gehirnventrikelkrebs (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I05847;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Glioblastom eines Hirnventrikels;Ventrikel o.n.A.;Glioblastom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I97930;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Malignes Chorioidalplexuspapillom;Ventrikel o.n.A.;Malignes Chorioidalplexuspapillom (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I55237;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Malignes Papillom des Plexus chorioideus;Ventrikel o.n.A.;Malignes Papillom des Plexus chorioideus (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I65090;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Malignes Teratom eines Hirnventrikels;Ventrikel o.n.A.;Malignes Teratom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I89353;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Oligodendrogliom eines Hirnventrikels;Ventrikel o.n.A.;Oligodendrogliom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I70506;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Pilomyxoides Astrozytom eines Hirnventrikels;Ventrikel o.n.A.;Pilomyxoides Astrozytom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I34112_1;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Pilozytisches Astrozytom eines Hirnventrikels;Ventrikel o.n.A.;Pilozytisches Astrozytom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I27143;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Pleomorphes Xanthoastrozytom eines Hirnventrikels;Ventrikel o.n.A.;Pleomorphes Xanthoastrozytom eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I62052;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Plexuskarzinom;Ventrikel o.n.A.;Plexuskarzinom (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I20742;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;Primitiver neuroektodermaler Tumor eines Hirnventrikels;Ventrikel o.n.A.;Primitiver neuroektodermaler Tumor eines Hirnventrikels (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I66362;C71.5;C71.5;Bösartige Neubildung: Hirnventrikel;RELA-Fusion-positives Ependymom;Ventrikel o.n.A.;RELA-Fusion-positives Ependymom (Ventrikel ohne nähere Angabe);Bösartige Neubildung: Hirnventrikel (Ventrikel ohne nähere Angabe)
I31353;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Anaplastisches Astrozytom des Kleinhirns;Kleinhirn o.n.A.;Anaplastisches Astrozytom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I74885;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Anaplastisches Gangliogliom des Kleinhirns;Kleinhirn o.n.A.;Anaplastisches Gangliogliom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I36761;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Anaplastisches Medulloblastom;Kleinhirn o.n.A.;Anaplastisches Medulloblastom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I25495;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Anaplastisches Oligoastrozytom des Kleinhirns;Kleinhirn o.n.A.;Anaplastisches Oligoastrozytom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I29697;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Anaplastisches Oligodendrogliom des Kleinhirns;Kleinhirn o.n.A.;Anaplastisches Oligodendrogliom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I89756;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Astroblastom des Kleinhirns;Kleinhirn o.n.A.;Astroblastom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I21501;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Bösartige Neubildung des Kleinhirnbrückenwinkels;Kleinhirn o.n.A.;Bösartige Neubildung des Kleinhirnbrückenwinkels (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I53268_1;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Bösartige Neubildung des Kleinhirns;Kleinhirn o.n.A.;Bösartige Neubildung des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I29990;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Bösartige Neubildung des Kleinhirnwurms;Kleinhirn o.n.A.;Bösartige Neubildung des Kleinhirnwurms (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I89509;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Bösartige Neubildung des Vermis cerebelli;Kleinhirn o.n.A.;Bösartige Neubildung des Vermis cerebelli (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I16282;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Bösartige Neubildung des Zerebellums;Kleinhirn o.n.A.;Bösartige Neubildung des Zerebellums (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I24001;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Bösartiges Kleinhirnbrückenwinkelchordom;Kleinhirn o.n.A.;Bösartiges Kleinhirnbrückenwinkelchordom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I38475;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Bösartiges Kleinhirngliom;Kleinhirn o.n.A.;Bösartiges Kleinhirngliom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I49262;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Desmoplastisches Medulloblastom;Kleinhirn o.n.A.;Desmoplastisches Medulloblastom (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I36188;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Diffuses Astrozytom des Kleinhirns;Kleinhirn o.n.A.;Diffuses Astrozytom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I13623;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Germinom des Kleinhirns;Kleinhirn o.n.A.;Germinom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I78688;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Glioblastom des Kleinhirns;Kleinhirn o.n.A.;Glioblastom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
I43981;C71.6;C71.6;Bösartige Neubildung: Zerebellum;Gliosarkom des Kleinhirns;Kleinhirn o.n.A.;Gliosarkom des Kleinhirns (Kleinhirn ohne nähere Angabe);Bösartige Neubildung: Zerebellum (Kleinhirn ohne nähere Angabe)
